Question Id,Question Title,Answered Student Count,Top Student Count,Middle Student Count,Bottom Student Count,Quiz Question Count,Correct Student Count,Wrong Student Count,Correct Student Ratio,Wrong Student Ratio,Correct Top Student Count,Correct Middle Student Count,Correct Bottom Student Count,Variance,Standard Deviation,Difficulty Index,Alpha,Point Biserial of Correct,Point Biserial of Distractor 2,Point Biserial of Distractor 3,Point Biserial of Distractor 4
9024082,"In a graph, even though node A is not adjacent to node B, it can still get to node B indirectly. The length of the shortest path between A and B is called the __________________ between them",65,24,27,14,200,63,2,0.9692307692307692,0.03076923076923077,23,26,14,0.029822485207100593,0.17269187938956654,0.9692307692307692,0.2484231913009408,-0.012065427226646261,,0.012065427226646261,
9023963,A directed graph is ___________________ connected if every pair of nodes in the graph can mutually reach one another.,60,26,26,8,200,59,1,0.9833333333333333,0.016666666666666666,26,25,8,0.01638888888888889,0.12801909579781015,0.9833333333333333,0.2484231913009408,0.021064071133858962,-0.021064071133858924,,
9023926,"In a weakly connected directed graph, each pair of nodes is connected via at least a ______________________",64,22,24,18,200,39,25,0.609375,0.390625,17,14,8,0.238037109375,0.48789046862487484,0.609375,0.2484231913009408,0.23264467998514554,-0.1420628482908207,,-0.3606627007224148
9024080,"Marjorie is looking for a job in the advertising field. She has a cousin, Taylor, whose hairdresser, Scott, is good friends with the owner of an advertising firm. In network terms, we would say that Marjorie can reach the owner of the advertising via a path of length:",69,22,31,16,200,65,4,0.9420289855072463,0.057971014492753624,21,31,13,0.05461037597143457,0.2336886303854652,0.9420289855072463,0.2484231913009408,0.29877505186113945,-0.43672130204999354,,0.020543794178376228
9023965,The ______________________ of a node is the maximum distance between that node and the other nodes in the graph,52,17,21,14,200,51,1,0.9807692307692307,0.019230769230769232,17,21,13,0.018860946745562133,0.13733516208736252,0.9807692307692307,0.2484231913009408,0.22549358139355472,-0.22549358139355444,,
9023924,"In a directed graph, if we trace an indirect connection between two non-adjacent while ignoring the direction of the arrows, we are connecting the two nodes via a ______________",60,18,27,15,200,48,12,0.8,0.2,18,20,10,0.16000000000000003,0.4,0.8,0.2484231913009408,0.3246488476465535,-0.25661824662823834,,-0.23874397579982182
9024079,In a graph a node (B) can reach another node (C) via a path of length three. This path includes node D. This means that B is the _____________________ node.,52,18,20,14,200,49,3,0.9423076923076923,0.057692307692307696,18,17,14,0.05436390532544379,0.23316068563427195,0.9423076923076923,0.2484231913009408,-0.016362640100420746,0.0431274930433149,-0.032610907574609715,
9023918,A directed graph is ___________________ connected ifevery pair of nodes in the graph is indirectly connected via at least a path that goes in one direction.,57,18,31,8,200,34,23,0.5964912280701754,0.40350877192982454,16,16,2,0.24068944290550937,0.4906011036529671,0.5964912280701754,0.2484231913009408,0.44052990250457214,-0.12043249852453827,-0.36040710069037674,-0.260291958211374
9023920,In a graph a node (B) can reach another node (C) via a path of length three. This path includes node D. This means that D is the _____________________ node.,60,18,26,16,200,58,2,0.9666666666666667,0.03333333333333333,18,26,14,0.03222222222222222,0.17950549357115014,0.9666666666666667,0.2484231913009408,0.38479654589440354,-0.28946824340756805,,-0.2500848089303481
9023927,"
In a _______________ connected directed graph, each pair of nodes is connected via at least a semipath.
",63,22,24,17,200,54,9,0.8571428571428571,0.14285714285714285,21,23,10,0.12244897959183673,0.3499271061118826,0.8571428571428571,0.2484231913009408,0.4054507837228355,-0.4920588319774107,-0.08098803937310288,
9023925,"In a directed graph is we draw a path that begins and ends with the same node but ignore the direction of the arrows, this is called a ___________________",60,21,25,14,200,44,16,0.7333333333333333,0.26666666666666666,21,18,5,0.19555555555555554,0.4422166387140533,0.7333333333333333,0.2484231913009408,0.5965392645726275,,-0.47768312156675957,-0.44490807381021436
9024081,The _____________________ of a path is given by the number of edges included in it.,59,18,25,16,200,59,0,1.0,0.0,18,25,16,0.0,0.0,1.0,0.2484231913009408,,,,
9024095,"
The graph diameter is the ______________ of the longest shortest path in the graph.
",57,23,23,11,200,56,1,0.9824561403508771,0.017543859649122806,23,23,10,0.017236072637734686,0.13128622409733126,0.9824561403508771,0.2484231913009408,0.2128689040540454,-0.21286890405404504,,
9023966,The diameter of a graph is the ____________________ geodesic distance for all the nodes in the graph.,57,19,21,17,200,55,2,0.9649122807017544,0.03508771929824561,19,21,15,0.03385657125269314,0.1840015523105529,0.9649122807017544,0.2484231913009408,0.35781093510623646,,,-0.35781093510623646
9023923,Tree graphs can be defined as directed graphs without any _____________________.,57,18,27,12,200,57,0,1.0,0.0,18,27,12,0.0,0.0,1.0,0.2484231913009408,,,,
9024085,The following is an example of an antisymmetric relation:,31,14,12,5,200,31,0,1.0,0.0,14,12,5,0.0,0.0,1.0,0.2484231913009408,,,,
9023967,"Two people are members of the same club. In terms of social network connectivity, this is an example of a(n) _________________.",41,15,19,7,200,37,4,0.9024390243902439,0.0975609756097561,15,18,4,0.08804283164782868,0.29672012342918147,0.9024390243902439,0.2484231913009408,0.34541835052076814,,,-0.3454183505207682
9023930,"You find that you have a long-lost cousin. In terms of social network connectivity, this is an example of a(n) _________________.",43,10,25,8,200,40,3,0.9302325581395349,0.06976744186046512,9,24,7,0.06489994591671173,0.2547546779093796,0.9302325581395349,0.2484231913009408,0.18271625277264608,-0.3176881723112406,0.1350513050146236,
9023929,"A person gossips about someone else all the time. In terms of social network connectivity, this is an example of a(n) _________________.",37,16,10,11,200,35,2,0.9459459459459459,0.05405405405405406,16,8,11,0.05113221329437546,0.2261243314956961,0.9459459459459459,0.2484231913009408,0.002492826136051966,-0.002492826136051966,,
9026040,Being someone's commanding officer in a U.S. Navy aircraft carrier is an example of a(n)_____________________ tie.,47,18,14,15,200,32,15,0.6808510638297872,0.3191489361702128,13,9,10,0.21729289271163424,0.4661468574512052,0.6808510638297872,0.2484231913009408,0.0835475753227521,,-0.0835475753227521,
9024096,"On Twitter, you can ""follow"" someone even if they don't follow you back. That means that Twitter ""follower"" ties are by necessity:",44,14,21,9,200,40,4,0.9090909090909091,0.09090909090909091,14,18,8,0.08264462809917356,0.28747978728803447,0.9090909090909091,0.2484231913009408,0.32747848087305914,-0.3274784808730591,,
9023973,Being in the same class as someone else is an example of a(n)_____________________ tie.,33,12,16,5,200,31,2,0.9393939393939394,0.06060606060606061,12,14,5,0.05693296602387511,0.2386062992124791,0.9393939393939394,0.2484231913009408,-0.04593786386964862,0.05650759099769074,,0.007435209341801413
9026071,Being someone's sibling is an example of a ___________________ role relation.,40,16,18,6,200,39,1,0.975,0.025,16,17,6,0.024375,0.15612494995995996,0.975,0.2484231913009408,0.012076977609245386,,-0.012076977609245382,
9024115,"Ties featuring directed exchanges (giving someone a gift, sending a letter, sharing information with someone) are by necessity:",50,19,16,15,200,45,5,0.9,0.1,19,14,12,0.09,0.3,0.9,0.2484231913009408,0.2357636012580755,,-0.24786572219515515,-0.060544409669698845
9023932,Undirected graphs are best suited to represent _____________________ relations,44,19,18,7,200,43,1,0.9772727272727273,0.022727272727272728,19,18,6,0.02221074380165289,0.14903269373413638,0.9772727272727273,0.2484231913009408,0.407090970702983,-0.40709097070298317,,
9024084,"Using cellphone geolocation data, researchers find that two people are always at the same coffee shop every day at 9:00 am. In terms of social network connectivity, this is an example of a(n) _________________.",48,17,19,12,200,34,14,0.7083333333333334,0.2916666666666667,16,14,4,0.2065972222222222,0.45452967144315476,0.7083333333333334,0.2484231913009408,0.46686310313149143,-0.24853865414718143,-0.3753667482539126,
9023934,"Kylie Jenner is Stormi Webster’s mother. Travis Scott is Stormi Webster’s father. As described by network theorists, these two (2) ties are both examples of _____________________ ties.",38,11,21,6,200,33,5,0.868421052631579,0.13157894736842105,10,19,4,0.11426592797783934,0.3380324362806613,0.868421052631579,0.2484231913009408,0.09751304939053577,,-0.09765397934222754,-0.056472068735558434
9023937,"Role relations based on cross-generational ties (e.g., being someone's parent or daughter) or based on authority and hierarchy (being someone's boss or commanding officer) are by necessity:",46,11,24,11,200,28,18,0.6086956521739131,0.391304347826087,9,12,7,0.23818525519848768,0.48804226784007926,0.6086956521739131,0.2484231913009408,0.08534525891415981,,-0.08534525891415981,
9023935,The following is an example of a symmetric relation:,41,12,18,11,200,41,0,1.0,0.0,12,18,11,0.0,0.0,1.0,0.2484231913009408,,,,
9023936,The following is an example of an asymmetric relation:,37,12,16,9,200,20,17,0.5405405405405406,0.4594594594594595,10,7,3,0.2483564645726808,0.4983537544482642,0.5405405405405406,0.2484231913009408,0.46782702133962367,,,-0.46782702133962367
9023928,"A person constantly slides into someone's DMs. In terms of social network connectivity, this is an example of a(n) _________________.",42,12,19,11,200,35,7,0.8333333333333334,0.16666666666666666,10,15,10,0.1388888888888889,0.37267799624996495,0.8333333333333334,0.2484231913009408,-0.04009366127557945,,,0.04009366127557946
9023968,"A person helps someone else with their 111 homework. In terms of social network connectivity, this is an example of a(n) _________________.",47,17,21,9,200,42,5,0.8936170212765957,0.10638297872340426,16,19,7,0.09506564056133997,0.30832716481254124,0.8936170212765957,0.2484231913009408,0.18660799925356805,,-0.18660799925356802,
9023971,Directed graphs are best suited to represent _____________________ relations,45,13,16,16,200,42,3,0.9333333333333333,0.06666666666666667,13,16,13,0.06222222222222223,0.24944382578492943,0.9333333333333333,0.2484231913009408,0.23277891985991142,-0.23277891985991142,,
9026047,Texting someone is an example of a(n)_____________________ tie.,48,18,19,11,200,44,4,0.9166666666666666,0.08333333333333333,18,17,9,0.07638888888888888,0.2763853991962833,0.9166666666666666,0.2484231913009408,0.4060871291073055,,-0.49200502297870513,0.04802272608006515
9024086,"Ties with others based on similarities (being in the same club, being the same race as, living in the same neighborhood) are by necessity:",34,9,16,9,200,34,0,1.0,0.0,9,16,9,0.0,0.0,1.0,0.2484231913009408,,,,
9023969,Social ties based on similarity are necessarily:,50,19,19,12,200,49,1,0.98,0.02,19,19,11,0.0196,0.13999999999999999,0.98,0.2484231913009408,0.27172691120342535,,-0.2717269112034252,
9024083,"Two people share the same racial/ethnic category. In terms of social network connectivity, this is an example of a(n) _________________.",44,15,18,11,200,41,3,0.9318181818181818,0.06818181818181818,15,17,9,0.06353305785123967,0.25205764787294127,0.9318181818181818,0.2484231913009408,0.2288329971108499,,0.028356153759821846,-0.29719361170540265
9023931,"
Social ties based on interactions are necessarily:
",40,13,19,8,200,28,12,0.7,0.3,13,10,5,0.21000000000000002,0.45825756949558405,0.7,0.2484231913009408,0.27211629516044245,-0.044478209482321736,-0.30347122462730064,-0.09455875036236393
9023972,"In Facebook, you can only be ""friends"" with someone if they also friend you back. That means that Facebook ""friend"" ties are by necessity:",40,12,18,10,200,40,0,1.0,0.0,12,18,10,0.0,0.0,1.0,0.2484231913009408,,,,
9024097,"Ties with others based on similarities (being in the same club, being the same race as, living in the same neighborhood) are by necessity:",35,12,15,8,200,34,1,0.9714285714285714,0.02857142857142857,12,15,7,0.027755102040816326,0.16659862556700858,0.9714285714285714,0.2484231913009408,0.4070728933346354,-0.40707289333463537,,
9024114,"A person is someone else's boss. In terms of social network connectivity, this is an example of a(n) _________________.",52,20,19,13,200,51,1,0.9807692307692307,0.019230769230769232,20,19,12,0.018860946745562133,0.13733516208736252,0.9807692307692307,0.2484231913009408,0.4536293184539525,,-0.45362931845395194,
9023933,Giving advice to someone is an example of a(n) _____________________ tie.,39,14,15,10,200,39,0,1.0,0.0,14,15,10,0.0,0.0,1.0,0.2484231913009408,,,,
9023970,Role Relations can be either ______________ or ______________ but can’t be ___________________.,54,20,19,15,200,18,36,0.3333333333333333,0.6666666666666666,10,6,2,0.22222222222222227,0.47140452079103173,0.3333333333333333,0.2484231913009408,0.25039860972973965,0.035318948295954854,0.03363788799040269,-0.3031141065149478
9023948,"According to Dunbar, your affinity group features kin and good friends that can provide some services and you interact with often. It tops out at about:",45,16,21,8,200,19,26,0.4222222222222222,0.5777777777777777,7,8,4,0.24395061728395057,0.49391357268650815,0.4222222222222222,0.2484231913009408,-0.05124681466745179,0.11223813323738048,-0.12344948178139657,
9023949,"According to Dunbar, your support clique is the most intimate of your ego network layers, featuring kin and best friends you can rely on for crises and emergencies. It tops out at about:",66,27,28,11,200,66,0,1.0,0.0,27,28,11,0.0,0.0,1.0,0.2484231913009408,,,,
9023895,"According to Dunbar, your _____________________ is the third largest of your ego network layers, containing more casual but still close friends and extended family",57,20,23,14,200,41,16,0.7192982456140351,0.2807017543859649,17,16,8,0.20190827947060636,0.4493420517496736,0.7192982456140351,0.2484231913009408,0.17044669433817572,,-0.1077056522296027,-0.1252145423158574
9026072,"According to Dunbar, your active network contains the total number of people you can recognize by seeing their face and interact with at least once a year. It tops out at about:",55,19,23,13,200,54,1,0.9818181818181818,0.01818181818181818,19,23,12,0.01785123966942149,0.133608531424537,0.9818181818181818,0.2484231913009408,0.22412522721140477,-0.2241252272114047,,
9024070,"According to Dunbar, in primates, the size of the _____________ relative to the rest of the brain scales linearly with __________ size",59,16,26,17,200,1,58,0.01694915254237288,0.9830508474576272,0,1,0,0.016661878770468257,0.12908090009938827,0.01694915254237288,0.2484231913009408,-0.024517424295593965,,0.024517424295593934,
9023897,According to Dunbar different relationships entail different costs. The following is not one of them:,63,20,28,15,200,59,4,0.9365079365079365,0.06349206349206349,20,28,11,0.05946082136558327,0.24384589675773358,0.9365079365079365,0.2484231913009408,0.25855711923285424,,-0.19098770796072073,-0.16862297635937218
9023894,"According to Dunbar, your _____________________ is the largest of your ego network layers, containing the total number of people you can recognize by seeing their face and interact with at least once a year",63,24,25,14,200,61,2,0.9682539682539683,0.031746031746031744,24,25,12,0.03073822121441169,0.17532319074900413,0.9682539682539683,0.2484231913009408,0.20655871939601617,-0.20655871939601617,,
9023950,"According to Dunbar, your sympathy group features  kin and good friends that can provide some services and you interact with often. It tops out at about:",53,16,24,13,200,51,2,0.9622641509433962,0.03773584905660377,16,22,13,0.03631185475258099,0.1905566969502279,0.9622641509433962,0.2484231913009408,0.04853961409698074,-0.048539614096980745,,
9023893,"According to Dunbar your _____________________ is the smallest of your ego network layers, featuring your most intimate kin and the best friends you can rely on in crises and emergencies.",57,21,23,13,200,57,0,1.0,0.0,21,23,13,0.0,0.0,1.0,0.2484231913009408,,,,
9023896,"According to Dunbar, your _____________________ is the second smallest of your ego network layers, featuring kin and good friends that can provide some services and you interact with often.",56,16,24,16,200,46,10,0.8214285714285714,0.17857142857142858,15,20,11,0.14668367346938774,0.3829930462415574,0.8214285714285714,0.2484231913009408,0.21650174149885676,-0.25825057013164504,,-0.03253323793185669
9029310,"According to Dunbar, your affinity group features more casual but still close friends, and other extended family. It tops out at about:",21,10,5,6,200,21,0,1.0,0.0,10,5,6,0.0,0.0,1.0,0.2484231913009408,,,,
9024117,A graph is _____________________ if there exists a (finite) path between each pair of nodes,48,16,20,12,200,47,1,0.9791666666666666,0.020833333333333332,16,20,11,0.020399305555555556,0.1428261375083551,0.9791666666666666,0.2484231913009408,0.26741673304268937,,,-0.2674167330426891
9024118,A graph is connected if there exists a (finite) _____________________ between each pair of nodes,49,19,20,10,200,47,2,0.9591836734693877,0.04081632653061224,19,19,9,0.03915035401915869,0.1978644839761767,0.9591836734693877,0.2484231913009408,0.40449853075846537,-0.5086721043614922,-0.057385014558887025,
9026073,"In a graph, the _____________________ subgraph containing the largest number of vertices is called the giant component",51,15,21,15,200,49,2,0.9607843137254902,0.0392156862745098,15,21,13,0.03767781622452902,0.1941077438551307,0.9607843137254902,0.2484231913009408,0.36956528966860164,-0.36956528966860175,,
9026049,"In a graph, the connected subgraph containing the largest number of _____________________ is called the giant component",53,18,22,13,200,51,2,0.9622641509433962,0.03773584905660377,18,22,11,0.03631185475258099,0.1905566969502279,0.9622641509433962,0.2484231913009408,0.42273994678456595,,,-0.422739946784566
9026052,A _____________________ subgraph of a larger disconnected graph is called a component,46,11,24,11,200,45,1,0.9782608695652174,0.021739130434782608,11,24,10,0.021266540642722116,0.1458305202717254,0.9782608695652174,0.2484231913009408,0.1351670719555339,,-0.13516707195553396,
9026042,"In a graph, the connected _____________________ containing the largest number of vertices is called the giant component",54,19,22,13,200,51,3,0.9444444444444444,0.05555555555555555,18,21,12,0.05246913580246914,0.2290614236454256,0.9444444444444444,0.2484231913009408,0.05834289333629878,0.053694259084790356,,-0.10909566425310405
9026043,"In a graph, the connected subgraph containing the largest number of vertices is called the _____________________",43,14,17,12,200,43,0,1.0,0.0,14,17,12,0.0,0.0,1.0,0.2484231913009408,,,,
9024116,A graph is _____________________ if there does not exist a (finite) path between each pair of nodes,52,20,24,8,200,52,0,1.0,0.0,20,24,8,0.0,0.0,1.0,0.2484231913009408,,,,
9024119,A graph is by definition disconnected when it has _____________________ .,46,21,17,8,200,44,2,0.9565217391304348,0.043478260869565216,20,17,7,0.04158790170132325,0.20393111999232302,0.9565217391304348,0.2484231913009408,0.15512412565191472,,-0.15512412565191477,
9024120,If a graph has more than one _____________________ it is by definition disconnected,48,18,19,11,200,46,2,0.9583333333333334,0.041666666666666664,18,19,9,0.03993055555555556,0.19982631347136331,0.9583333333333334,0.2484231913009408,0.48200593800451863,,-0.48200593800451885,
9026041,A graph is disconnected if there does not exist a (finite) _____________________ between each pair of nodes,55,21,23,11,200,52,3,0.9454545454545454,0.05454545454545454,21,22,9,0.051570247933884296,0.22709083630539628,0.9454545454545454,0.2484231913009408,0.37550761436939306,-0.40711980454426094,-0.06784183944848197,
9026048,If a graph has more than one component it is by definition _____________________,50,13,21,16,200,50,0,1.0,0.0,13,21,16,0.0,0.0,1.0,0.2484231913009408,,,,
9026118,"In a directed graph, the ________________ centrality of each node can be obtained by computing the column sums of the corresponding asymmetric adjacency matrix




",50,19,19,12,200,47,3,0.94,0.06,17,19,11,0.056400000000000006,0.23748684174075835,0.94,0.2484231913009408,0.055955264316888076,-0.05595526431688805,,
9026115,"In this measure of centrality, nodes are central if they mediate among others who are not directly connected:",46,15,19,12,200,45,1,0.9782608695652174,0.021739130434782608,15,19,11,0.021266540642722116,0.1458305202717254,0.9782608695652174,0.2484231913009408,0.3876713897984676,-0.38767138979846777,,
9027100,The closest the graph centralization is to 1.0 the closer the observed graph is to the ___________________ graph,52,18,21,13,200,43,9,0.8269230769230769,0.17307692307692307,17,17,9,0.14312130177514792,0.3783137610174231,0.8269230769230769,0.2484231913009408,0.3578139376197237,,-0.2650711401369165,-0.2892773210877927
9026963,"
The degree centrality of a node is given by the number of _________________ adjacent to a node
",52,17,25,10,200,15,37,0.28846153846153844,0.7115384615384616,7,6,2,0.20525147928994084,0.45304688420729794,0.28846153846153844,0.2484231913009408,0.18235377356589486,-0.18235377356589486,,
9026117,"
The version of centrality built by summing up the length of the shortest paths (smaller is better) having that node as one of their ends is called:
",34,11,15,8,200,32,2,0.9411764705882353,0.058823529411764705,11,14,7,0.05536332179930797,0.23529411764705885,0.9411764705882353,0.2484231913009408,0.16277776681769623,,-0.16277776681769623,
9028095,A centrality metric is a summary index that represents the position of a node within a network. They are built from sums or averages of the following graph elements:,49,17,22,10,200,48,1,0.9795918367346939,0.02040816326530612,17,21,10,0.01999167013744273,0.14139190265868384,0.9795918367346939,0.2484231913009408,-0.054733767693732206,,0.05473376769373218,
9026965,"

The harmonic centrality is a version of closeness centrality that can be used in ___________________________ graphs.

",41,13,17,11,200,37,4,0.9024390243902439,0.0975609756097561,13,15,9,0.08804283164782868,0.29672012342918147,0.9024390243902439,0.2484231913009408,0.3171785950391079,-0.0008703355337688955,-0.036554092418285195,-0.4101052255080229
9026119,"In a directed graph, the ________________ centrality of each node can be obtained by computing the row sums of the corresponding asymmetric adjacency matrix",42,9,21,12,200,38,4,0.9047619047619048,0.09523809523809523,9,18,11,0.08616780045351474,0.29354352395090366,0.9047619047619048,0.2484231913009408,-0.08892381122698761,0.09607074142178267,0.02650227349566451,
9026962,"In this measure of centrality, nodes are more central if they receive lots of ties from other nodes:",51,15,26,10,200,50,1,0.9803921568627451,0.0196078431372549,15,25,10,0.01922337562475971,0.1386483884679505,0.9803921568627451,0.2484231913009408,0.04923865164172404,,,-0.049238651641723995
9027101,"

The closeness centrality of a node can be computed by dividing the number of nodes in the graph minus one by the row sums of the ___________________ matrix

",35,13,17,5,200,32,3,0.9142857142857143,0.08571428571428572,12,16,4,0.0783673469387755,0.27994168488950605,0.9142857142857143,0.2484231913009408,0.2392202101770697,-0.43983712780173656,,0.0271785186628585
9026122,A node that can reach all the other nodes in the graph via the shortest paths (on average) has the largest ________________ centrality,42,13,19,10,200,39,3,0.9285714285714286,0.07142857142857142,12,18,9,0.06632653061224489,0.25753937681885636,0.9285714285714286,0.2484231913009408,0.042436714182104984,-0.1672705702568007,,0.06842714554540189
9028096,"In a directed graph, the outdegree centrality of each node can be obtained by summing ____________________ of the corresponding asymmetric adjacency matrix",41,13,14,14,200,36,5,0.8780487804878049,0.12195121951219512,13,11,12,0.10707911957168353,0.32722946012192045,0.8780487804878049,0.2484231913009408,0.2536917640870066,,-0.11954101417762336,-0.3082197682684721
9028092,The ____________________ centrality is a version of closeness centrality that can be used in weakly connected graphs.,35,12,15,8,200,35,0,1.0,0.0,12,15,8,0.0,0.0,1.0,0.2484231913009408,,,,
9026124,"If N is the order (number of nodes) of a star graph, then the central node always has degree centrality equal to:",40,15,18,7,200,39,1,0.975,0.025,15,18,6,0.024375,0.15612494995995996,0.975,0.2484231913009408,0.4060917086744518,,-0.40609170867445166,
9026121,The degree centrality of a node is given by the number of _________________ incident to a node,42,16,13,13,200,42,0,1.0,0.0,16,13,13,0.0,0.0,1.0,0.2484231913009408,,,,
9026123,The node that stands in the highest proportion of shortest paths connecting every other pair of nodes in the graph has the highest ____________________ centrality,53,23,23,7,200,52,1,0.9811320754716981,0.018867924528301886,23,22,7,0.018511925952296192,0.13605853869675433,0.9811320754716981,0.2484231913009408,0.016082253910563647,,-0.01608225391056365,
9026116,The version of centrality built by adding the number of edges that are directly incident upon that node is called:,51,18,22,11,200,48,3,0.9411764705882353,0.058823529411764705,17,21,10,0.05536332179930796,0.23529411764705882,0.9411764705882353,0.2484231913009408,0.2103676132397624,-0.4436860690457996,,0.06191456498037392
9026961,"In this measure of centrality, nodes are central if they can reach a large number of others via the shortest paths in the network:",37,10,13,14,200,30,7,0.8108108108108109,0.1891891891891892,10,12,8,0.15339663988312635,0.3916588309780929,0.8108108108108109,0.2484231913009408,0.46616741731264016,-0.12829321769742494,-0.3583131592066849,-0.2422175950127379
9028204,"In this measure of centrality, nodes are more central if they send lots of ties to other nodes:",44,15,19,10,200,41,3,0.9318181818181818,0.06818181818181818,15,18,8,0.06353305785123967,0.25205764787294127,0.9318181818181818,0.2484231913009408,0.4393992117184416,-0.310647798290406,-0.008581430892000308,-0.4239226860648081
9028090,"

The version of centrality built by computing the proportion of shortest paths that have that node as one of their inner nodes is called:

",36,20,10,6,200,35,1,0.9722222222222222,0.027777777777777776,20,10,5,0.02700617283950617,0.16433554953054488,0.9722222222222222,0.2484231913009408,0.3796471829239122,,-0.3796471829239121,
9026120,"
In an undirected graph, the degree centrality of each node can be obtained by computing the ___________________ of the corresponding symmetric adjacency matrix
",53,17,23,13,200,49,4,0.9245283018867925,0.07547169811320754,17,22,10,0.06977572089711641,0.2641509433962264,0.9245283018867925,0.2484231913009408,0.13645968051194485,-0.09446556428872435,-0.10036658934144124,
9028091,"In a star graph, the central node has the highest",41,12,16,13,200,37,4,0.9024390243902439,0.0975609756097561,12,15,10,0.08804283164782868,0.29672012342918147,0.9024390243902439,0.2484231913009408,0.5216313822930411,-0.5216313822930412,,
9028205,"In an undirected graph, the degree centrality of each node can be computed by summing across _____________________ of the corresponding symmetric adjancency matrix",41,14,14,13,200,38,3,0.926829268292683,0.07317073170731707,13,14,11,0.06781677572873289,0.260416542732471,0.926829268292683,0.2484231913009408,0.24818864786854516,-0.24818864786854522,,
9026964,"
The __________________ centrality of a node can be computed by dividing the number of nodes in the graph minus one by the row sums of the geodesic distance matrix
",48,21,19,8,200,47,1,0.9791666666666666,0.020833333333333332,21,18,8,0.020399305555555556,0.1428261375083551,0.9791666666666666,0.2484231913009408,0.039945733290168726,,,-0.039945733290168685
9028089,"In this measure of centrality, nodes are central if they are directly connected to a large number of other nodes:",39,16,16,7,200,36,3,0.9230769230769231,0.07692307692307693,15,15,6,0.07100591715976332,0.2664693550105965,0.9230769230769231,0.2484231913009408,0.25945884301418987,,0.1405903207187079,-0.6336010296811203
9027102,"If N is the order (number of nodes) of the star graph, the sum of differences between the maximum degree and the degrees of each node is always equal to:",50,18,20,12,200,36,14,0.72,0.28,16,16,4,0.2016,0.44899888641287294,0.72,0.2484231913009408,0.5112472252293642,0.022863489522873863,-0.3406902886789401,-0.4007010624257042
9028088,"In a directed graph, the indegree centrality of each node can be obtained by summing ___________________ of the corresponding asymmetric adjacency matrix",45,10,24,11,200,44,1,0.9777777777777777,0.022222222222222223,10,24,10,0.021728395061728394,0.14740554623801777,0.9777777777777777,0.2484231913009408,0.08285400253664248,-0.08285400253664241,,
